"","Name","Owner","Created","Pushed","Watchers","Forks","CRAN","Package","YearCreated"
"600","stylo","computationalstylistics","2013-05-24","2015-08-26",17,10,"2015-08-18","CRAN","2013"
"601","sorvi","louhos","2011-12-30","2014-06-03",16,8,"2015-06-26","CRAN","2011"
"602","Visual-Inference-Tools","garrettgman","2011-06-23","2011-11-27",16,5,NA,"Other","2011"
"603","stackr","dgrtwo","2015-02-04","2015-07-09",16,3,NA,"Other","2015"
"604","rcdimple","timelyportfolio","2015-03-16","2015-08-22",16,5,NA,"Other","2015"
"605","rtimes","rOpenGov","2014-01-14","2015-08-11",16,4,NA,"Other","2014"
"606","send-email-with-r","jennybc","2014-12-21","2015-01-31",16,4,NA,"Other","2014"
"607","r","openml","2013-09-13","2015-08-25",16,3,NA,"Other","2013"
"608","cats","hilaryparker","2014-07-08","2015-03-29",16,3,NA,"Other","2014"
"609","r-server-template","HarlanH","2011-05-31","2012-06-06",16,3,NA,"Other","2011"
"610","ffbase","edwindj","2013-02-20","2015-07-31",16,8,"2015-06-05","CRAN","2013"
"611","qrqc","vsbuffalo","2010-11-28","2013-04-11",16,6,NA,"Other","2010"
"612","rdom","cpsievert","2015-05-20","2015-08-31",16,2,NA,"Other","2015"
"613","shiny-server","daattali","2015-05-13","2015-07-13",16,19,NA,"Other","2015"
"614","DSC2015Tutorial","TaiwanRUserGroup","2015-06-26","2015-08-29",16,17,NA,"Other","2015"
"615","neo4j-python-r","nicolewhite","2014-09-10","2015-08-10",16,8,NA,"Other","2014"
"616","analysis-viber-logs","aDrz","2015-08-26","2015-08-30",16,3,NA,"Other","2015"
"617","Rproject","kafka399","2010-12-07","2012-03-01",16,7,NA,"Other","2010"
"618","ctv-archaeology","benmarwick","2015-01-19","2015-05-17",16,7,NA,"Other","2015"
"619","neurofiction","fommil","2013-02-16","2013-06-02",16,2,NA,"Other","2013"
"620","ffbase2","edwindj","2014-08-11","2015-07-31",16,2,NA,"Other","2014"
"621","diversitree","richfitz","2012-03-20","2015-06-22",16,6,"2014-02-20","CRAN","2012"
"622","ggplot-tutorial","minimaxir","2015-02-12","2015-02-12",16,5,NA,"Other","2015"
"623","pkgkitten","eddelbuettel","2014-05-22","2015-06-13",16,3,NA,"Other","2014"
"624","RMOA","jwijffels","2014-03-17","2015-07-01",16,7,"2014-09-19","CRAN","2014"
"625","kruschke-doing_bayesian_data_analysis","boboppie","2012-08-09","2015-02-11",16,14,NA,"Other","2012"
"626","dplyr.sqlserver","hs3180","2014-01-28","2014-09-10",16,8,NA,"Other","2014"
"627","DBDA_hierach_diagram","tinu-schneider","2013-10-23","2013-12-03",16,4,NA,"Other","2013"
"628","googleanalytics4r","sorenmacbeth","2010-09-15","2010-09-18",16,0,NA,"Other","2010"
"629","svgPanZoom","timelyportfolio","2015-01-12","2015-08-20",16,4,"2015-07-16","CRAN","2015"
"630","xts","joshuaulrich","2015-02-26","2015-08-10",16,12,"2014-01-02","CRAN","2015"
"631","WikidataR","Ironholds","2015-02-01","2015-06-01",16,2,"2015-06-01","CRAN","2015"
"632","HTShape","kokrah","2014-12-30","2015-05-02",15,0,NA,"Other","2014"
"633","dsp-scalding","alaiacano","2013-09-16","2013-10-17",15,1,NA,"Other","2013"
"634","tutorial-201209-TDWI-big-data","jeffreybreen","2012-09-14","2013-04-08",15,13,NA,"Other","2012"
"635","kea","rgrannell1","2013-08-23","2015-02-26",15,4,NA,"Other","2013"
"636","doing_bayesian_data_analysis","matpalm","2012-12-25","2013-01-10",15,2,NA,"Other","2012"
"637","regulaR","jimhester","2014-09-22","2014-09-24",15,1,NA,"Other","2014"
"638","wcmig","gjabel","2014-06-05","2014-08-11",15,16,NA,"Other","2014"
"639","UBCadv-r","aammd","2014-06-26","2014-12-02",15,21,NA,"Other","2014"
"640","switchr","gmbecker","2014-07-18","2015-08-11",15,1,"2015-07-02","CRAN","2014"
"641","Quartile-frame-Scatterplot","bearloga","2012-06-21","2015-03-23",15,3,NA,"Other","2012"
"642","ckanr","ropensci","2014-11-12","2015-08-21",15,6,NA,"Other","2014"
"643","google-analytics-premium-bigquery-statistics","GoogleCloudPlatform","2015-06-30","2015-07-11",15,3,NA,"Other","2015"
"644","metagenomeSeq","HCBravoLab","2013-03-13","2015-08-20",15,3,NA,"Other","2013"
"645","fbRads","cardcorp","2015-06-14","2015-08-17",15,3,NA,"Other","2015"
"646","SparkRext","hoxo-m","2015-06-30","2015-08-03",15,0,NA,"Other","2015"
"647","gp-r","pivotalsoftware","2013-03-06","2015-07-16",15,18,NA,"Other","2013"
"648","treemap","mtennekes","2013-02-21","2015-08-18",15,8,"2015-06-26","CRAN","2013"
"649","apple","kjhealy","2015-04-29","2015-07-22",15,2,"2012-01-20","CRAN","2015"
"650","bayes-net-r-hadoop","ofermend","2014-05-10","2014-06-06",15,16,NA,"Other","2014"
"651","sdml","road2stat","2011-12-03","2015-08-27",15,7,NA,"Other","2011"
"652","memuse","shinra-dev","2013-05-23","2015-07-03",15,1,"2015-07-02","CRAN","2013"
"653","gsheet","maxconway","2015-03-05","2015-05-11",15,0,"2015-03-10","CRAN","2015"
"654","learningr","richierocks","2013-09-13","2015-02-09",15,14,"2013-11-06","CRAN","2013"
"655","coffeewheel","armish","2014-12-31","2015-04-20",15,6,NA,"Other","2014"
"656","twitter_ideology","pablobarbera","2013-12-27","2015-07-12",15,8,NA,"Other","2013"
"657","simsem","simsem","2012-05-11","2015-08-26",15,5,"2015-06-29","CRAN","2012"
"658","makeR","jbryer","2012-01-05","2013-06-17",15,13,NA,"Other","2012"
"659","ctv-hpc","eddelbuettel","2014-11-29","2015-09-01",15,7,NA,"Other","2014"
"660","data-counties","hadley","2008-11-06","2009-04-27",15,4,NA,"Other","2008"
"661","Data","ibartomeus","2014-01-20","2014-08-08",15,7,NA,"Other","2014"
"662","FixCache","SoftwareIntrospectionLab","2010-12-02","2012-03-13",15,6,NA,"Other","2010"
"663","rPlotter","woobe","2014-04-10","2014-09-27",15,1,NA,"Other","2014"
"664","catsplainr","hilaryparker","2015-03-27","2015-07-21",15,8,NA,"Other","2015"
"665","RforProteomics","lgatto","2012-09-10","2015-06-11",15,8,NA,"Other","2012"
"666","metvurst","tim-salabim","2013-02-17","2014-08-26",15,12,NA,"Other","2013"
"667","cv.ts","zachmayer","2012-06-11","2015-03-04",15,1,NA,"Other","2012"
"668","pforeach","hoxo-m","2014-11-13","2015-04-24",15,2,NA,"Other","2014"
"669","yarn-monitoring","sequenceiq","2014-03-31","2014-09-16",15,4,NA,"Other","2014"
"670","rugsmaps","woobe","2014-08-02","2014-08-29",15,18,NA,"Other","2014"
"671","spacetime","edzer","2013-09-25","2015-08-15",15,9,"2015-04-24","CRAN","2013"
"672","ascii","eusebe","2009-03-16","2015-03-04",15,3,"2011-09-29","CRAN","2009"
"673","Rmonkey","leeper","2014-05-10","2015-08-25",15,3,"2015-03-31","CRAN","2014"
"674","FredR","jcizel","2015-02-13","2015-08-22",15,10,NA,"Other","2015"
"675","shinyga","MarkEdmondson1234","2015-03-07","2015-08-12",15,3,NA,"Other","2015"
"676","ggvegan","gavinsimpson","2013-04-21","2015-08-26",15,8,NA,"Other","2013"
"677","R-nREPL","vspinu","2014-11-26","2015-04-08",15,1,NA,"Other","2014"
"678","fftiers","borisachen","2014-08-03","2015-08-20",15,11,NA,"Other","2014"
"679","traits","ropensci","2014-04-09","2015-08-05",15,4,"2015-06-12","CRAN","2014"
"680","NMF","renozao","2013-06-09","2015-06-17",15,5,"2015-05-26","CRAN","2013"
"681","Rdouban","qxde01","2013-02-18","2015-01-06",15,5,NA,"Other","2013"
"682","spatial-microsim-book","Robinlovelace","2014-09-11","2015-09-01",15,20,NA,"Other","2014"
"683","cachesweave","rdpeng","2009-02-04","2013-09-05",14,3,NA,"Other","2009"
"684","Rrenren_Rweibo","yibochen","2012-07-05","2013-02-03",14,10,NA,"Other","2012"
"685","derfinder","leekgroup","2012-12-06","2015-03-06",14,10,NA,"Other","2012"
"686","swfdr","jtleek","2012-12-07","2013-03-07",14,17,NA,"Other","2012"
"687","multiway_bootstrap","deaneckles","2012-04-09","2013-07-18",14,2,NA,"Other","2012"
"688","Homicide-MX-Drug-War","diegovalle","2010-02-12","2010-11-27",14,6,NA,"Other","2010"
"689","hilary","hilaryparker","2014-05-26","2014-05-26",14,4,NA,"Other","2014"
"690","R-hacks","aufrank","2011-02-24","2014-09-21",14,9,NA,"Other","2011"
"691","ShinyChat","trestletech","2014-01-09","2015-04-03",14,13,NA,"Other","2014"
"692","weiBor","yibochen","2013-02-04","2013-07-05",14,12,NA,"Other","2013"
"693","book-r1","bsspirit","2014-05-05","2015-07-22",14,10,NA,"Other","2014"
"694","imputation","jeffwong","2012-08-04","2013-10-03",14,11,NA,"Other","2012"
"695","PM25Plot","KehaoWu","2015-02-03","2015-03-09",14,12,NA,"Other","2015"
"696","remoji","richfitz","2015-02-13","2015-02-13",14,1,NA,"Other","2015"
"697","som_visualization_r","geoss","2013-12-27","2013-12-29",14,4,NA,"Other","2013"
"698","mirtCAT","philchalmers","2014-08-14","2015-08-26",14,5,"2015-05-09","CRAN","2014"
"699","WebScraping","fredheir","2013-12-26","2015-07-17",14,12,NA,"Other","2013"
"700","bfastSpatial","dutri001","2014-04-06","2015-05-17",14,12,NA,"Other","2014"
"701","semPlot","SachaEpskamp","2012-09-11","2015-07-31",14,2,"2014-08-15","CRAN","2012"
"702","ngramr","seancarmody","2013-07-06","2015-04-13",14,2,"2014-08-31","CRAN","2013"
"703","REmap","Lchiffon","2015-07-21","2015-08-30",14,13,NA,"Other","2015"
"704","ctv-finance","eddelbuettel","2014-11-29","2015-09-01",14,10,NA,"Other","2014"
"705","rfinance2012","milktrader","2012-05-10","2012-08-15",14,8,NA,"Other","2012"
"706","socialR","cboettig","2010-12-11","2013-09-11",14,4,NA,"Other","2010"
"707","cMonkey","dreiss-isb","2011-01-10","2014-12-09",14,5,NA,"Other","2011"
"708","arrr","noamross","2014-09-19","2014-09-20",14,1,NA,"Other","2014"
"709","rCrimemap","woobe","2014-02-26","2014-06-06",14,5,NA,"Other","2014"
"710","stat243-fall-2013","paciorek","2013-08-27","2013-12-09",14,19,NA,"Other","2013"
"711","information-propagation","echen","2011-09-10","2011-09-10",14,5,NA,"Other","2011"
"712","rnotebook","yihui","2014-12-26","2014-12-30",14,2,NA,"Other","2014"
"713","Social-Network-Analysis-in-R","aronlindberg","2012-04-18","2013-05-30",14,9,NA,"Other","2012"
"714","semTools","simsem","2012-05-17","2015-06-30",14,3,"2015-06-29","CRAN","2012"
"715","shiny-gridster","wch","2013-05-07","2013-06-27",14,15,NA,"Other","2013"
"716","digitize","tpoisot","2012-01-07","2013-07-05",14,3,NA,"Other","2012"
"717","GTrendsR","dvanclev","2014-06-05","2014-06-05",14,5,NA,"Other","2014"
"718","prettyunits","gaborcsardi","2014-10-03","2015-07-13",14,1,"2015-07-13","CRAN","2014"
"719","cjkvi-ids","cjkvi","2011-05-23","2015-07-16",14,9,NA,"Other","2011"
"720","rsalad","daattali","2014-11-14","2015-05-06",14,1,NA,"Other","2014"
"721","aprof","MarcoDVisser","2013-06-24","2015-07-20",14,1,"2015-07-20","CRAN","2013"
"722","downloader","wch","2012-10-27","2015-08-12",14,4,"2015-07-09","CRAN","2012"
"723","rsquared.glmm","jslefche","2013-10-10","2015-08-18",14,12,NA,"Other","2013"
"724","hts","robjhyndman","2013-11-22","2015-08-24",14,7,"2015-06-29","CRAN","2013"
"725","woe","tomasgreif","2013-07-09","2015-08-03",14,12,"2015-07-28","CRAN","2013"
"726","nycflights13","hadley","2014-06-27","2015-06-08",14,10,"2014-07-22","CRAN","2014"
"727","sparkTable","alexkowa","2013-10-03","2015-08-22",14,7,"2015-04-20","CRAN","2013"
"728","RcppR6","richfitz","2014-07-25","2015-08-14",14,3,NA,"Other","2014"
"729","RiA2","kabacoff","2015-05-05","2015-07-13",14,28,NA,"Other","2015"
"730","dotwhisker","fsolt","2015-07-14","2015-08-30",14,0,"2015-08-30","CRAN","2015"
"731","PolitwoopsR","kateto","2015-03-28","2015-08-28",14,2,NA,"Other","2015"
"732","dml","terrytangyuan","2015-08-26","2015-08-29",14,8,"2015-08-29","CRAN","2015"
"733","opencpu.demo-legacy","jeroenooms","2012-01-21","2013-08-26",13,5,NA,"Other","2012"
"734","BlueSNP","ibm-bioinformatics","2012-07-17","2014-04-14",13,4,NA,"Other","2012"
"735","adobecolor","hrbrmstr","2015-03-20","2015-03-21",13,0,NA,"Other","2015"
"736","eurovision","mewo2","2012-05-20","2012-05-30",13,2,NA,"Other","2012"
"737","GADS4","arahuja","2013-06-04","2013-08-12",13,10,NA,"Other","2013"
"738","optparse","trevorld","2013-05-04","2015-04-23",13,5,"2014-12-11","CRAN","2013"
"739","bioinformatics-career-survey","michaelbarton","2008-09-01","2012-03-18",13,5,NA,"Other","2008"
"740","dart-throwing-chimp","ulfelder","2013-07-26","2015-08-24",13,17,NA,"Other","2013"
"741","spade","nolanlab","2011-08-29","2015-08-19",13,9,NA,"Other","2011"
"742","rdryad","ropensci","2012-02-21","2015-06-28",13,5,"2013-01-30","CRAN","2012"
"743","matR","MG-RAST","2012-03-13","2014-12-22",13,5,"2014-10-23","CRAN","2012"
"744","R-kinetics","PacificBiosciences","2011-10-20","2013-07-10",13,1,NA,"Other","2011"
"745","h5","mannau","2014-12-08","2015-08-31",13,1,"2015-08-11","CRAN","2014"
"746","rebird","ropensci","2012-02-09","2015-08-25",13,3,"2015-07-09","CRAN","2012"
"747","openfda","rOpenHealth","2015-02-11","2015-06-01",13,5,NA,"Other","2015"
"748","TrendAnalysis","rich-iannone","2015-05-30","2015-06-02",13,0,NA,"Other","2015"
"749","rlogging","mjkallen","2013-09-13","2014-03-28",13,1,NA,"Other","2013"
"750","learning-shiny","Robinlovelace","2015-01-20","2015-01-27",13,9,NA,"Other","2015"
"751","bubbles","jcheng5","2015-01-18","2015-02-07",13,6,NA,"Other","2015"
"752","packagedocs","hafen","2015-02-17","2015-08-31",13,3,NA,"Other","2015"
"753","dtupdate","hrbrmstr","2014-08-21","2015-08-27",13,1,NA,"Other","2014"
"754","qualtrics","jbryer","2012-01-26","2012-11-05",13,9,NA,"Other","2012"
"755","mistnet","davharris","2013-07-07","2015-06-06",13,1,NA,"Other","2013"
"756","WRS","nicebread","2014-02-17","2015-05-18",13,4,NA,"Other","2014"
"757","prediction-strength","echen","2011-01-28","2011-02-17",13,3,NA,"Other","2011"
"758","chimp","ttunguz","2013-09-30","2013-09-30",13,0,NA,"Other","2013"
"759","t-shirt","user2014","2014-05-15","2014-06-04",13,16,NA,"Other","2014"
"760","RedshiftRDBA","guyernest","2013-11-30","2014-05-05",13,0,NA,"Other","2013"
"761","quickscraper","noamross","2014-07-04","2014-07-22",13,0,NA,"Other","2014"
"762","AQStats","rich-iannone","2013-10-31","2013-11-21",13,2,NA,"Other","2013"
"763","glassbox","google","2014-07-17","2014-08-03",13,2,NA,"Other","2014"
"764","radx","quantumelixir","2010-05-28","2010-08-14",13,2,NA,"Other","2010"
"765","mapDK","sebastianbarfort","2015-01-30","2015-02-24",13,1,"2015-02-22","CRAN","2015"
"766","SHINYstan","jgabry","2014-10-19","2015-02-25",13,2,NA,"Other","2014"
"767","R_in_Insurance_2013","mages","2013-07-28","2013-10-22",13,13,NA,"Other","2013"
"768","uk-elections","kjhealy","2015-05-08","2015-05-14",13,9,NA,"Other","2015"
"769","cdkr","rajarshi","2010-05-01","2015-07-26",13,10,NA,"Other","2010"
"770","eurostat","rOpenGov","2014-04-21","2015-07-31",13,9,"2015-03-27","CRAN","2014"
"771","nytinteractive","rcharts","2013-04-23","2013-04-23",13,15,NA,"Other","2013"
"772","htmltools","rstudio","2014-04-03","2015-05-25",13,8,"2014-09-08","CRAN","2014"
"773","nfl-drives","seanjtaylor","2014-10-01","2014-10-05",13,3,NA,"Other","2014"
"774","meetups","olympo","2015-04-22","2015-08-14",13,4,NA,"Other","2015"
"775","h2o-meetups","h2oai","2015-01-22","2015-08-03",13,7,NA,"Other","2015"
"776","RotationForest","ajverster","2013-04-10","2013-04-10",13,3,NA,"Other","2013"
"777","knitr-talks","yihui","2012-06-01","2014-07-06",13,23,NA,"Other","2012"
"778","googleAuthR","MarkEdmondson1234","2015-08-13","2015-08-27",13,1,"2015-08-19","CRAN","2015"
"779","gpuR","cdeterman","2015-03-20","2015-08-31",13,0,NA,"Other","2015"
"780","aRxiv","ropensci","2014-03-04","2015-06-15",13,3,"2015-05-27","CRAN","2014"
"781","staTeX","SachaEpskamp","2011-11-19","2013-11-01",12,3,NA,"Other","2011"
"782","granovaGG","briandk","2011-01-06","2015-01-01",12,3,"2015-01-01","CRAN","2011"
"783","dou_pl_questionare","rssh","2010-12-14","2015-02-09",12,2,NA,"Other","2010"
"784","zendeskR","tcash21","2012-07-11","2014-02-21",12,3,"2014-02-21","CRAN","2012"
"785","rHealthDataGov","rOpenHealth","2014-03-28","2014-12-29",12,11,"2014-06-02","CRAN","2014"
"786","SimpleLDA-R","cjrd","2014-02-12","2014-02-19",12,4,NA,"Other","2014"
"787","democracy-measurement-model","ulfelder","2014-09-11","2015-05-12",12,2,NA,"Other","2014"
"788","autoplot","jiho","2012-07-05","2015-03-04",12,3,NA,"Other","2012"
"789","Sermon-Sentiment-Analysis","trestletech","2012-03-31","2012-03-31",12,9,NA,"Other","2012"
"790","tidy-data","justmarkham","2014-03-09","2014-03-09",12,16,NA,"Other","2014"
"791","Kaggle_Loan_Default_Prediction","ChenglongChen","2014-03-15","2014-03-15",12,8,NA,"Other","2014"
"792","dayofarchaeology","benmarwick","2013-07-28","2014-05-29",12,6,NA,"Other","2013"
"793","quantstrat","R-Finance","2014-06-14","2015-04-10",12,13,NA,"Other","2014"
"794","rappdirs","hadley","2012-08-10","2014-09-02",12,4,"2014-09-02","CRAN","2012"
"795","weatherData","Ram-N","2014-01-16","2015-08-07",12,8,"2014-06-24","CRAN","2014"
"796","repmis","christophergandrud","2013-01-31","2015-06-03",12,7,"2015-06-03","CRAN","2013"
"797","tigris","walkerke","2015-06-16","2015-08-17",12,2,NA,"Other","2015"
"798","rt","rdatsci","2015-05-20","2015-08-27",12,0,NA,"Other","2015"
"799","RcppRoll","kevinushey","2013-01-11","2015-04-09",12,3,"2015-04-05","CRAN","2013"
"800","rfoaas","eddelbuettel","2013-07-20","2015-06-12",12,4,"2015-06-01","CRAN","2013"
"801","SPSStoR","lebebr01","2013-01-25","2015-07-30",12,7,NA,"Other","2013"
"802","diffr","petermeissner","2014-09-11","2015-08-01",12,0,NA,"Other","2014"
"803","weatherData","Ram-N","2014-01-16","2015-08-07",12,8,"2014-06-24","CRAN","2014"
"804","repmis","christophergandrud","2013-01-31","2015-06-03",12,7,"2015-06-03","CRAN","2013"
"805","quantstrat","R-Finance","2014-06-14","2015-04-10",12,13,NA,"Other","2014"
"806","tigris","walkerke","2015-06-16","2015-08-17",12,2,NA,"Other","2015"
"807","rt","rdatsci","2015-05-20","2015-08-27",12,0,NA,"Other","2015"
"808","RcppRoll","kevinushey","2013-01-11","2015-04-09",12,3,"2015-04-05","CRAN","2013"
"809","twitterreport","gvegayon","2015-07-08","2015-08-28",12,0,NA,"Other","2015"
"810","LOLA","sheffien","2014-11-13","2015-09-01",12,2,NA,"Other","2014"
"811","dplyr-spark","RevolutionAnalytics","2015-05-20","2015-08-28",12,2,NA,"Other","2015"
"812","stat133","gastonstat","2015-06-08","2015-09-01",12,11,NA,"Other","2015"
"813","rstanarm","stan-dev","2013-07-16","2015-09-01",12,3,NA,"Other","2013"
"814","code4cos","hetong007","2013-09-22","2013-09-22",12,14,NA,"Other","2013"
"815","githubdata","kafka399","2012-05-15","2012-05-15",12,3,NA,"Other","2012"
"816","tile-simcf","chrisadolph","2012-01-29","2015-05-14",12,9,NA,"Other","2012"
"817","FX-Git","dennislwm","2011-09-27","2013-05-01",12,26,NA,"Other","2011"
"818","licorice","Bart6114","2015-06-16","2015-06-16",12,4,NA,"Other","2015"
"819","Rwordseg","lijian13","2014-09-10","2014-09-10",12,4,NA,"Other","2014"
"820","genderizeR","kalimu","2014-09-12","2015-07-05",12,0,"2015-07-05","CRAN","2014"
"821","VizGrimoireR","VizGrimoire","2012-08-21","2015-07-23",12,9,NA,"Other","2012"
"822","crandb","metacran","2014-08-18","2015-05-18",12,0,NA,"Other","2014"
"823","arrayfire-r","arrayfire","2014-03-12","2015-07-30",12,2,NA,"Other","2014"
"824","rsnps","ropensci","2012-01-19","2015-08-05",12,4,"2015-03-03","CRAN","2012"
"825","minfi","kasperdanielhansen","2014-02-09","2015-07-31",12,18,NA,"Other","2014"
"826","Risa","ISA-tools","2011-03-07","2015-05-27",12,5,NA,"Other","2011"
"827","AutomatedForecastingWithShiny","pmaier1971","2014-03-31","2015-05-14",12,20,NA,"Other","2014"
"828","ChemicalCompounds","rich-iannone","2014-05-19","2015-06-06",12,1,NA,"Other","2014"
"829","dvn","ropensci","2013-06-09","2015-06-02",12,4,"2013-12-02","CRAN","2013"
"830","fueleconomy","hadley","2014-05-29","2014-07-22",12,6,"2014-07-22","CRAN","2014"
"831","ggplotLive","mdec","2014-01-05","2014-01-30",12,5,NA,"Other","2014"
"832","15-student-papers","hadley","2015-08-11","2015-08-21",12,0,NA,"Other","2015"
"833","BiocParallel","Bioconductor","2012-11-14","2015-08-21",12,10,NA,"Other","2012"
"834","ROAuth","geoffjentry","2011-08-10","2015-08-18",12,15,"2015-02-13","CRAN","2011"
"835","prism","ropensci","2014-03-25","2015-09-01",12,5,NA,"Other","2014"
"836","rssa","asl","2009-03-27","2015-08-31",12,12,NA,"Other","2009"
"837","statnetWeb","statnet","2014-06-24","2015-09-01",12,11,"2015-08-21","CRAN","2014"
"838","gRAN","gmbecker","2014-06-07","2015-09-01",12,2,NA,"Other","2014"
"839","gggraph","sckott","2011-05-22","2011-11-13",11,2,NA,"Other","2011"
"840","redditscraper","ctaggart878","2013-09-03","2013-09-05",11,6,NA,"Other","2013"
"841","osm-makeroads","lordsutch","2012-07-23","2012-12-11",11,1,NA,"Other","2012"
"842","rstudioapi","rstudio","2014-01-10","2015-04-06",11,1,"2015-04-07","CRAN","2014"
"843","nothing","romainfrancois","2014-07-25","2014-12-12",11,2,NA,"Other","2014"
"844","Make_Task","trinker","2015-02-10","2015-02-11",11,12,NA,"Other","2015"
"845","R","datadolphyn","2013-06-12","2013-11-19",11,10,NA,"Other","2013"
"846","BrowseLDA","tedunderwood","2012-03-13","2012-04-01",11,9,NA,"Other","2012"
"847","alluvial","mbojan","2014-03-27","2014-12-02",11,5,NA,"Other","2014"
"848","testapp","wch","2013-04-06","2014-08-15",11,8,NA,"Other","2013"
"849","greenpipeR","rdinnager","2014-06-25","2014-06-30",11,1,NA,"Other","2014"
"850","ggplyr","garrettgman","2012-05-20","2012-08-16",11,2,NA,"Other","2012"
"851","rfisheries","ropensci","2011-10-31","2015-06-30",11,7,"2014-02-18","CRAN","2011"
"852","croixrouge","dataforgoodfr","2015-04-04","2015-07-01",11,10,NA,"Other","2015"
"853","R","shawngraham","2013-08-19","2014-02-21",11,11,NA,"Other","2013"
"854","uniqtag","sjackman","2014-06-20","2015-04-28",11,1,"2015-04-29","CRAN","2014"
"855","user2015","jcheng5","2015-07-02","2015-07-02",11,0,NA,"Other","2015"
"856","js","jeroenooms","2015-01-10","2015-02-25",11,2,"2015-02-24","CRAN","2015"
"857","lineSampler","wrathematics","2015-02-25","2015-07-16",11,0,NA,"Other","2015"
"858","rafalib","ririzarr","2014-01-12","2015-08-10",11,19,"2015-08-09","CRAN","2014"
"859","filehash","rdpeng","2008-05-07","2015-08-15",11,31,"2015-08-16","CRAN","2008"
"860","SpiecEasi","zdk123","2014-05-01","2015-08-04",11,5,NA,"Other","2014"
"861","snowplow-tco-model","snowplow","2013-09-26","2013-10-17",11,2,NA,"Other","2013"
"862","Coursera-Computing-for-Data-Analysis","Xiaodan","2013-01-07","2015-02-01",11,42,NA,"Other","2013"
"863","earlywarnings-R","earlywarningtoolbox","2013-02-18","2015-07-05",11,4,NA,"Other","2013"
"864","6-25-2015-Statistical-Programming-DC","ekoziol","2015-06-26","2015-06-30",11,12,NA,"Other","2015"
"865","diss_proc","fawda123","2014-07-15","2014-07-15",11,7,NA,"Other","2014"
"866","ggfreehand","dgrtwo","2015-04-01","2015-04-01",11,1,NA,"Other","2015"
"867","R-Programming-Assignments-1--2--and-3-","muntasir2165","2014-06-29","2014-06-29",11,97,NA,"Other","2014"
"868","Kmisc","kevinushey","2012-12-16","2014-09-24",11,6,"2013-12-13","CRAN","2012"
"869","gWidgets2","jverzani","2011-09-28","2015-06-15",11,4,"2015-06-15","CRAN","2011"
"870","mlb-payroll-and-wins","glamp","2015-07-20","2015-07-20",11,8,NA,"Other","2015"
"871","ShinyMongo","comsysto","2013-06-18","2013-06-18",11,8,NA,"Other","2013"
"872","pollstR","dlinzer","2012-07-06","2012-08-09",11,4,"2015-07-01","CRAN","2012"
"873","sinartra","hadley","2010-05-01","2011-10-16",11,1,NA,"Other","2010"
"874","ExploraVisualizaconR","fcharte","2014-08-05","2015-02-12",11,0,NA,"Other","2014"
"875","LaF","djvanderlaan","2013-04-24","2015-01-28",11,2,"2015-01-28","CRAN","2013"
"876","didYouMean","samcarlos","2014-05-22","2014-05-28",11,3,NA,"Other","2014"
"877","CompStats","jbryer","2012-10-17","2013-02-28",11,6,NA,"Other","2012"
"878","dockr","wch","2014-10-07","2015-02-02",11,2,NA,"Other","2014"
"879","irutils","jbryer","2011-11-09","2013-01-14",11,3,NA,"Other","2011"
"880","lambda.tools","zatonovo","2013-08-15","2015-06-09",11,4,"2015-06-09","CRAN","2013"
"881","scraply","abelsonlive","2013-04-13","2013-05-21",11,3,NA,"Other","2013"
"882","plotluck","stefan-schroedl","2014-10-08","2015-04-16",11,3,NA,"Other","2014"
"883","midasr","mpiktas","2012-03-14","2015-07-29",11,4,"2015-07-16","CRAN","2012"
"884","ParamHelpers","berndbischl","2013-05-07","2015-08-20",11,3,"2015-02-03","CRAN","2013"
"885","Seed","ibest","2013-09-06","2015-04-18",11,5,NA,"Other","2013"
"886","r_tutorials","ekonlab","2013-02-12","2014-12-11",11,11,NA,"Other","2013"
"887","sofa","ropensci","2013-04-20","2015-08-05",11,3,NA,"Other","2013"
"888","download-maps12","diegovalle","2013-02-16","2013-06-04",11,12,NA,"Other","2013"
"889","dockertest","traitecoevo","2015-02-17","2015-07-14",11,1,NA,"Other","2015"
"890","dga","jayjacobs","2014-09-28","2014-09-30",11,2,"2015-04-16","CRAN","2014"
"891","RMallet","mimno","2014-05-02","2015-08-08",11,3,NA,"Other","2014"
"892","opencontext","ropensci","2015-03-24","2015-04-02",11,0,NA,"Other","2015"
"893","monocle-release","cole-trapnell-lab","2014-07-04","2015-04-17",11,5,NA,"Other","2014"
"894","blackspot","blmoore","2015-05-16","2015-06-23",11,2,NA,"Other","2015"
"895","WPTRunner","tomjbarker","2012-05-28","2012-06-18",11,1,NA,"Other","2012"
"896","stegasaur","richfitz","2015-06-13","2015-07-13",11,1,NA,"Other","2015"
"897","ml-examples","petewerner","2012-01-16","2014-09-22",11,11,NA,"Other","2012"
"898","lint","halpo","2012-03-22","2014-06-04",11,4,"2013-04-03","CRAN","2012"
"899","bioc_docker","Bioconductor","2014-12-22","2015-07-16",11,1,NA,"Other","2014"
"900","testthatsomemore","robertzk","2014-03-05","2015-04-18",11,3,"2014-08-26","CRAN","2014"
"901","mlrMBO","berndbischl","2013-10-23","2015-08-18",11,2,NA,"Other","2013"
"902","testthatsomemore","robertzk","2014-03-05","2015-04-18",11,3,"2014-08-26","CRAN","2014"
"903","FAOSTATpackage","mkao006","2013-04-29","2015-06-02",11,6,NA,"Other","2013"
